en,cn,audio_url,meta,id
His achievements in science continue to inspire the next generation.,他在科学上的成就继续激励着下一代。,,,91a65e3c-5f75-4770-acc3-28f0fd517bbf
The Gregorian calendar is a solar calendar used worldwide.,公历是世界范围内使用的阳历。,,,4f11a2cc-a585-4643-a5c0-e02d71913a08
Solar calendars are based on the Earth's revolution around the Sun.,阳历基于地球绕太阳的公转。,,,8795f824-4d29-4be2-ab02-fd30497d2da2
We stood in awe of the majestic mountain range.,我们敬畏地站立在雄伟的山脉前。,,,a9d2d6ce-d01b-44b9-a228-7ee7b184b9a2
The audience stood in awe at the end of the powerful performance.,观众在强有力的表演结束时感到敬畏。,,,fbc57ab5-4bd5-4027-bba1-b0062ed04597
The Eiffel Tower is one of the most famous architectural landmarks in the world.,埃菲尔铁塔是世界上最著名的建筑地标之一。,,,42f9747f-0798-46fd-a2bb-fdee74da5ab9
The city is known for its historical architectural landmarks.,这座城市以其历史建筑地标而闻名。,,,9b0fed44-5be1-46dd-aa34-9938a6a3e17d
You need to focus on your studies to improve your grades.,你需要专注于学习以提高成绩。,,,c68bcfdc-ca8a-493d-aefd-ad173116c4c6
The company is focusing on expanding its market share.,公司正专注于扩大其市场份额。,,,2131a1cb-d9bd-403a-8e1a-d99873d38729
I'll stop by your office tomorrow to drop off the documents.,我明天会顺道去你办公室送文件。,,,da12059c-b09f-48d3-a017-0a8577084cc5
Can you stop by the grocery store on your way home?,你回家路上能顺便去趟杂货店吗？,,,b864f720-ae13-4c65-901a-4a1006cb3856
She learned about ecosystems in her environmental science class.,她在环境科学课上学习了生态系统。,,,c1fc8c92-3ce9-459d-a354-4e466b64dcb1
The environmental science class includes field trips to study local habitats.,环境科学课包括实地考察研究当地栖息地。,,,cac1201f-605a-4141-bcdf-c16a573262fc
The studio is known to produce high-quality films that win awards.,这家制片厂以制作获奖的高质量电影而闻名。,,,43d32aa6-1de7-49a2-a54e-4cf31e5d2a96
They aim to produce high-quality films that appeal to international audiences.,他们的目标是制作吸引国际观众的高质量电影。,,,df620698-f4f2-4fef-8739-1cf0c4c98215
"After months of planning, she finally put pen to paper and started her novel.",经过数月的规划，她终于动笔开始写小说了。,,,ae8134b4-8c28-4016-9961-8ba3d21edc0a
He put pen to paper to draft the important letter.,他动笔起草了那封重要的信件。,,,8e94ccea-16b1-4790-88bb-943ee0299e97
He contracted an illness while traveling abroad.,他在国外旅行时感染了疾病。,,,adc64075-58f9-4515-97e1-491a80969aad
It's important to wash hands to avoid contracting an illness.,洗手很重要，以避免感染疾病。,,,a5133502-438a-4117-b56e-d04e19d2fc40
The train moved off from the station on time.,火车准时从车站出发了。,,,f8db45e5-147d-4dec-8ff9-3cdaa636f746
"After the meeting, everyone moved off to their next appointments.",会议结束后，大家都离开去赴下一个约了。,,,118f165a-87da-458a-99db-7d16ee7456f4
A good leader can inspire loyalty among team members.,优秀的领导者能激发团队成员的忠诚。,,,88bab210-8aca-43b0-b191-4060ed03053b
The company's ethical practices inspire loyalty in its customers.,公司的道德实践赢得了客户的忠诚。,,,2f36f599-ce03-4569-bf7a-257d784911b2
Her dream of becoming a doctor finally came true.,她成为医生的梦想终于实现了。,,,891e2a73-0125-424f-99d2-160315e173e7
"With hard work, your wishes can come true.",通过努力，你的愿望可以实现。,,,08005ad8-1f33-4fa6-94ac-9a9f49462e32
The company trades on its reputation for quality.,这家公司依赖其质量声誉。,,,112368d2-cd70-426c-a4bc-23f7c97ad748
He trades on his family connections to get ahead.,他利用家庭关系来取得成功。,,,ce2970a4-fc10-4afa-8576-5b5a9c097320
The cost of learning a new language includes both time and money.,学习一门新语言的成本包括时间和金钱。,,,9e393b08-6458-4be2-948d-2b78e5a86196
We must consider the cost of learning from our mistakes.,我们必须考虑从错误中学习的代价。,,,a2df99f7-6a2e-4d27-a062-0e1e15f94587
"With her busy schedule, she's always on the move.",由于日程繁忙，她总是忙个不停。,,,131fa8c4-4923-4854-bc00-ab92655f366f
The army was on the move towards the border.,军队正向边境移动。,,,4a7fe09c-9a09-41c6-a43b-d27eed9e23b2
She triumphed over her fears to give the speech.,她战胜了恐惧，发表了演讲。,,,f99e1240-d2c1-49c3-85ee-c7020721ab93
The team triumphed over their rivals in the final match.,球队在决赛中战胜了对手。,,,b28ed15c-6641-44f2-9ecc-247111ac863f
The changes in policy are for the better.,政策的变化是为了好转。,,,5ec9dd4d-1643-4222-b358-b1a4c60a45be
Her health has changed for the better since she started exercising.,自从开始锻炼，她的健康状况有所改善。,,,f035f863-d22a-4c25-b1f3-727aa8ea2c16
The research method used in the study was a survey.,该研究中使用的研究方法是调查。,,,8d19156c-3c19-4908-bb33-d3677274f16e
Choosing the right research method is crucial for valid results.,选择正确的研究方法对获得有效结果至关重要。,,,08e54a4b-4576-4c05-882b-887d48f58b62
'Doc' is short for 'doctor'.,'Doc' 是 'doctor' 的缩写。,,,9ac2f830-962b-4fad-89b6-4e531fea6223
The acronym 'NASA' is short for 'National Aeronautics and Space Administration'.,缩写 'NASA' 是 'National Aeronautics and Space Administration' 的缩写。,,,e4e878e3-ba02-4ddf-a448-9c85ee03f629
We haven't even reached first base with the new client yet.,我们和新客户甚至还没有取得初步进展。,,,0b58c712-10f3-4e94-a0e8-cd1fd14147f8
"To reach first base with the project, we need more funding.",为了在项目中取得初步进展，我们需要更多资金。,,,d33ac391-947c-450f-b69b-6e180c598210
Discussions in the public sphere influence government policies.,公共领域的讨论影响政府政策。,,,dcd3681e-6007-494c-b11e-5069a8c82f37
Social media has expanded the public sphere for debate.,社交媒体扩大了辩论的公共领域。,,,97bc8ed3-d949-42f0-9cd3-a7aeb957ee3a
The event attracted people from all walks of life.,这个活动吸引了各行各业的人。,,,789ea9da-d436-474d-b500-edd2ab800a57
"In a democracy, leaders should represent all walks of life.",在民主国家，领导者应代表社会各阶层。,,,7c272495-34a5-4942-9121-8416bd89ae6a
He always puts his oar in when we're discussing family matters.,我们讨论家庭事务时，他总是要插嘴干涉。,,,870dd48d-b425-498f-9392-381246c4c481
I wish she wouldn't put her oar in every time I make a decision.,我希望每次我做决定时她不要总是来干涉。,,,a6b9baa8-3d12-4704-9c2c-8c38be9c094f
I'm dying to try the new restaurant in town.,我迫不及待想试试镇上的新餐厅。,,,020cec3d-b6a5-436f-bfbc-10f5d1b69038
She's dying to hear the results of the exam.,她渴望听到考试结果。,,,9c6c479d-01bc-46b1-8fd1-344b248a9c64
The accident resulted from a mechanical failure.,这次事故是由机械故障引起的。,,,24207337-7293-45c5-abb9-3d0e7001206d
Her success resulted from years of hard work.,她的成功源于多年的辛勤工作。,,,f27e3a1f-1a24-48f0-87ac-e4eaf4175229
The professor will lecture on ancient history tomorrow.,教授明天将讲授古代史。,,,216a787e-3c74-4b8c-a04a-5e126f5b6194
She lectured on the importance of environmental conservation.,她就环境保护的重要性进行了讲座。,,,d7a5c92d-804c-4152-8bae-5d1937d2ec7d
"The hotel is convenient to the airport, just a 10-minute drive.",这家酒店离机场很方便，开车只需10分钟。,,,c96f7776-0106-4a5a-b433-6293276067cc
This app makes it convenient to pay bills online.,这个应用让在线支付账单变得很方便。,,,81c7e336-98a9-472a-bb20-b022a22fec30
"She's a good listener, so people often confide in her.",她善于倾听，所以人们经常向她倾诉。,,,b1a0f10e-e190-46ff-9e52-95f4c143c009
Being a good listener is an important skill in counseling.,善于倾听是咨询中的重要技能。,,,39273418-569c-4e46-bc53-f73cea583360
She made a fuss over the small stain on her dress.,她对裙子上的小污渍大惊小怪。,,,a9c1647b-2c7c-493e-aef4-d5d2f672e6fa
Don't make a fuss over the minor details; focus on the big picture.,不要对细节小题大做，关注大局。,,,f880fe11-b915-454f-89c7-c74a02fff5b5
The company sent out a questionnaire to gather customer feedback.,公司分发了一份问卷来收集客户反馈。,,,83599a74-3fcf-4389-9465-df3f8f31b5d0
We'll send out a questionnaire to all participants after the event.,活动结束后，我们将向所有参与者寄出问卷。,,,a4b83bbb-46a8-4a1a-8999-c30b4dfd1c64
"After landing, proceed to baggage reclaim to collect your luggage.",降落后，请前往行李提取处领取您的行李。,,,652772a6-8db3-4eb4-9588-c3fd7e716079
The baggage reclaim area was crowded with passengers waiting for their bags.,行李提取处挤满了等待行李的乘客。,,,22659511-7f5e-4ae6-9297-9bd012169151
He has a strong sense of responsibility towards his family.,他对家庭有强烈的责任感。,,,72316f55-36a7-4772-b8ea-97fb4b298c9f
A good leader should demonstrate a sense of responsibility in all actions.,一个好的领导者应在所有行动中表现出责任感。,,,3f2b4530-3d92-47ef-92c9-e30c92c0a78a
His motivation for studying hard is to get a scholarship.,他努力学习的动机是为了获得奖学金。,,,4fc006b8-3090-4b4c-ac83-86c1d08098fd
Understanding one's motivation can help improve performance.,了解某人的动机有助于提高表现。,,,0a96eb6e-6019-45b8-b78e-1410d751d3c6
He lives off his savings while looking for a new job.,他靠积蓄生活，同时寻找新工作。,,,6955015e-3868-40b6-8058-de0ff88e0de8
Some animals live off plants in the forest.,一些动物依靠森林中的植物为生。,,,50475c80-1c07-4c17-ae02-70839fa10400
She prefers to do her own thing rather than follow the crowd.,她更喜欢做自己的事，而不是随大流。,,,83d843bf-008e-48fe-aece-d358d6dd1d23
"After retirement, he plans to do his own thing and travel the world.",退休后，他计划做自己的事，环游世界。,,,1d52717b-6656-4f85-9391-fcc0f5afa9ad
"To sum up, the main points of the report are efficiency and cost reduction.",总结一下，报告的主要点是效率和成本降低。,,,51ff6960-b3d7-4908-8bf8-4ea7a3dda9d6
She summed up the meeting in just a few sentences.,她用几句话概括了会议内容。,,,299968df-c60a-414d-aca3-893c1174ebe7
He made a pile by investing in tech stocks early on.,他早期投资科技股赚了一大笔钱。,,,a7d80f6e-6a6e-40f1-9761-55a10e76aae1
She hopes to make a pile from her new business venture.,她希望从新的商业冒险中赚大钱。,,,d1bc8ad0-587f-4764-a5f6-85b664395f61
She decided to take on the new project despite the challenges.,尽管有挑战，她决定承担这个新项目。,,,1504d574-adf4-4fe4-ba0f-7b2ead453420
He took on extra responsibilities at work to prove his capability.,他在工作中承担了额外责任以证明自己的能力。,,,ff6c80a1-2770-4e8b-9e9e-eba0363ad9ab
"We're running late, so make it snappy with your packing!",我们要迟到了，所以打包快点！,,,4cee3926-7ec3-4324-a7a0-cf9f02de3ffd
The boss said to make it snappy with the report submission.,老板说报告提交要快点。,,,0472f3e4-915b-4223-bd03-59a12c18518d
The CEO stepped down after the scandal was revealed.,丑闻曝光后，CEO辞职了。,,,f22f28d2-1785-42e0-9a16-c97824768b3d
He decided to step down from his position to spend more time with family.,他决定辞去职务，花更多时间陪伴家人。,,,6e39341b-efb8-477c-8743-593672b7b489
She glanced down at her watch to check the time.,她低头瞥了一眼手表看时间。,,,08a396b9-ec2a-4a07-8e55-78edd208e49e
He glanced down at the floor to avoid eye contact.,他低头瞥了一眼地板以避开眼神接触。,,,e10b7ebc-7a7d-4464-98e9-38e49ff782e7
Many young athletes emulate idols like Michael Jordan.,许多年轻运动员模仿像迈克尔·乔丹这样的偶像。,,,c895bbe6-5f31-47e7-99d8-e498a582b679
She tries to emulate her idols by practicing daily.,她通过每天练习来努力效仿她的偶像。,,,5e7dac4c-585f-42fa-aa31-7bcc8c6dc25a
The company will exhibit its new products at the international trade fair.,公司将在国际贸易展览会上展示其新产品。,,,29d41f3b-9f66-4f82-aa26-935dc8594341
Attending a trade fair is a great way to network with industry professionals.,参加贸易展览会是与行业专业人士建立联系的好方法。,,,241a5f0b-ea55-48cf-8103-6a36fed3fc2c
"If you want to succeed in business, take a leaf out of her book.",如果你想在商业上成功，就向她学习。,,,2ec3afac-a462-4c80-850a-9f21f77ddadc
He took a leaf out of his mentor's book and started networking more.,他模仿导师的做法，开始更多地建立人脉。,,,4c560464-7691-45a8-8cd0-d89e221d2f43
That's a fair comment; I should have been more careful.,那是公正的评论；我应该更小心些。,,,8e57a6df-d397-4d1f-912e-63c3772c1b8f
The reviewer's points were fair comment on the book's weaknesses.,评论者的观点是对这本书弱点的公正评论。,,,5bf3f6b1-9b42-4862-9833-58deea8d64d0
The payment was made in error and will be refunded.,这笔付款是错误支付的，将被退还。,,,b7d4c239-4e98-4cea-b7d4-2bfc3f0be068
He was arrested in error due to mistaken identity.,他因身份错误而被误捕。,,,8f62cc53-bb8c-4d7e-b05d-ec6e0fe2bc6a
She came away from the meeting feeling optimistic.,她离开会议时感到乐观。,,,70178f6c-9c54-45e3-b7c6-745752abb7c2
He came away from the accident with minor injuries.,他离开事故现场时只受了轻伤。,,,25f89676-d7b9-4e03-8d1e-352c64154a32
She took pains to ensure the report was accurate.,她费心确保报告准确无误。,,,1a506acf-2769-4190-8e1f-2880299f803f
He took great pains to explain the complex topic clearly.,他尽力清晰地解释这个复杂的话题。,,,aff28a6b-e194-4ff6-b7df-038da2175db0
You can vary the volume using the remote control.,你可以用遥控器调节音量。,,,8eea60cb-a11f-4e47-a777-2ab5353413f4
She varied the volume of her voice to emphasize key points.,她调节了声音的音量以强调重点。,,,cbc7c33f-c836-45a8-8a57-6796140c8388
He was nominated for the Best Actor award.,他被提名最佳男演员奖。,,,89926654-084c-4a11-a7b6-4e825d24728e
They nominated her for the leadership position.,他们提名她担任领导职务。,,,4a1bc416-e0db-47ae-812f-88611933449c
She took a fancy to the antique vase in the shop.,她喜欢上了商店里的那个古董花瓶。,,,b81df41e-0841-4a23-a59e-e6502caac86f
He took a fancy to her at first sight.,他对她一见钟情。,,,56c87aa4-ad6e-446b-851a-00a788b877d7
He felt a chill at his back as he walked through the dark alley.,当他走过黑暗的小巷时，他感到背后一阵寒意。,,,bc3f720e-199e-4b66-ba74-a37deeb42b0a
"With his family at his back, he pursued his dreams confidently.",有家人的支持，他自信地追求梦想。,,,f6eed3b6-a609-47c3-8fad-85ed8932342f
The guide showed the tourists around the historical site.,导游带游客参观了历史遗址。,,,c29f2aaa-6724-48e1-a975-2704a7a6c174
She showed her new colleague around the office.,她带新同事参观了办公室。,,,fc72b7a7-a823-4319-9f18-b00fc5ff0882
"In contrast to last year, sales have increased significantly.",与去年相比，销售额显著增加。,,,30955e7e-6a8e-43a1-938b-7a62d423a50a
Her calm demeanor was in contrast to his nervousness.,她冷静的举止与他的紧张形成了对比。,,,225c4bf2-f5a9-450c-b4d5-e9cd673f290f
His schedule conflicts with the meeting time.,他的日程与会议时间冲突。,,,eec810c1-166d-4538-bd23-474ee904fafa
Her beliefs conflict with the company's policies.,她的信仰与公司的政策相矛盾。,,,30406277-d0c0-4f80-820c-034a6e6334fa
She worries about her son's safety when he travels alone.,她担心儿子独自旅行时的安全。,,,aa6a23c1-88d0-470f-9fe2-8c15f5d06c96
Don't worry about the small details; focus on the big picture.,不要担心小细节，专注于大局。,,,759167a2-a984-4c37-a9b2-419f2dc54833
Celebrities who engage in illegal activities are bad role models for youth.,从事非法活动的名人是年轻人的坏榜样。,,,884ddf25-726c-454c-a09b-48a2e7cea7a8
Parents should avoid being bad role models by setting a positive example.,父母应通过树立积极榜样来避免成为坏榜样。,,,4a2de3b9-6a9a-4bb9-be3c-eaa9243cd19c
"In the race, he had the advantage of better training.",在比赛中，他因更好的训练而具有优势。,,,24d67b5b-7408-4561-b8d3-a2c0cd517955
She has the advantage of experience over her competitors.,她比竞争对手有经验优势。,,,a65df3eb-0357-4720-92e2-d839ba636f5f
The vase fell and broke to pieces on the floor.,花瓶掉在地上摔成了碎片。,,,c4e478de-30bb-4387-877a-dc9876400b18
He accidentally broke the glass to pieces.,他不小心把玻璃杯打碎了。,,,a0253df9-d926-4d02-9a1f-06354a8c8156
The room can hold up to 50 people.,这个房间最多可容纳50人。,,,e83f4da8-0649-4c8f-bf2a-d007eb7fe95e
It's up to you to decide whether to accept the offer.,由你决定是否接受这个提议。,,,adef1ea2-3ac7-421f-a16c-dfda21d48db1
The ownership of the land is still in dispute.,这块土地的所有权仍有争议。,,,35c2d0db-1acb-440c-8290-9c3df631a0d0
The terms of the contract are in dispute between the parties.,合同的条款在各方之间存在争议。,,,d62dc105-ca08-4054-bffd-c68993ce3d49
She is occupied with preparing for the exam.,她正忙于准备考试。,,,ada58040-ad49-470f-beb5-1b64b6113337
He was occupied with work and couldn't attend the party.,他忙于工作，无法参加聚会。,,,00882d95-510c-4af4-af93-854dc0ff9dbe
The rain should ease off by this evening.,雨势应该会在今晚前减弱。,,,ba0cd129-303f-4767-a0f6-83a71904b4f9
He needs to ease off on his workload to avoid burnout.,他需要减轻工作量以避免精疲力竭。,,,bd27fb76-0576-4217-9f4a-8e9cbd3a597a
The new smartphone will be on sale starting next Monday.,新款智能手机将于下周一开售。,,,22d3b3f4-8a61-4199-b6c2-c6fb07a1015d
These shoes are on sale for 50% off this weekend.,这双鞋本周末打五折出售。,,,8f32c85a-917b-45f9-9428-dfdb3fa22c6e
You shouldn't accept his apology at face value without understanding his true intentions.,你不应该不假思索地接受他的道歉，而不了解他的真实意图。,,,48fc158d-30a7-45f6-8a44-d8a9fcf9bdaa
She tends to accept news reports at face value without questioning their sources.,她倾向于表面接受新闻报道，而不质疑其来源。,,,c219b962-2c81-4b3b-83c0-b25cc651fafe
He earns his living as a freelance writer.,他靠做自由撰稿人谋生。,,,2db0bd5e-2111-4ad1-8ee1-b2c11390e60b
"In rural areas, many people earn their living through farming.",在农村地区，许多人靠务农维持生计。,,,77319fe9-cc7e-4c59-8cfa-b28b47c2a595
Balancing work and family life can be challenging.,平衡工作和家庭生活可能具有挑战性。,,,c2ef0fd1-860a-4cd3-a5af-da1fb81103d0
They enjoy a peaceful family life in the countryside.,他们在乡村享受着宁静的家庭生活。,,,adf496aa-b5b2-4891-8411-ab68e711e614
I can't come to work today because I have a cold.,我今天不能来上班，因为我感冒了。,,,c4c78b5f-fa73-410a-aeed-b49def5f16a7
She's staying home to rest since she has a cold.,她因为感冒，待在家里休息。,,,58f97fff-5998-4656-9bf1-757bd95121ca
Many people suffer from allergies during spring.,许多人在春季患有过敏症。,,,d4be727e-fa72-49c1-b2a4-b5be13ba6955
He suffers from chronic back pain.,他患有慢性背痛。,,,dd098418-4d55-4bdf-828f-3d724e649d2b
The government decided to take a hand in regulating the industry.,政府决定参与监管这个行业。,,,d492c1ca-ad12-4a48-bb93-1374e40df73f
He offered to take a hand in organizing the charity event.,他主动提出参与组织慈善活动。,,,31702313-1518-4c7c-921b-e4c34fa2da7d
"Soon after the meeting, they implemented the new policy.",会议结束后不久，他们就实施了新政策。,,,f83763b3-f550-4962-9aa7-677f76ef99a1
She arrived soon after I did.,她在我到达后不久就到了。,,,8ffc8946-6b73-4384-ad6a-2092dd55cfda
Reading books regularly can help you improve your vocabulary.,定期阅读书籍可以帮助你扩大词汇量。,,,849e0186-c17a-4e54-b04c-30ad64ed99c6
She uses flashcards to improve her vocabulary for the language test.,她用抽认卡来扩大词汇量，以应对语言测试。,,,33527212-6426-43cb-b269-101a9dc8eab7
"At a glance, the report seemed accurate, but upon closer inspection, errors were found.",乍看之下，报告似乎准确，但仔细检查后发现了错误。,,,d5ca2498-189b-4c40-8ec2-433a82475732
She could tell at a glance that something was wrong.,她一眼就能看出有问题。,,,c47b31ab-ea5e-4a96-be29-2a6f626104f8
Proper disposal of industrial waste is crucial for environmental protection.,妥善处理工业废物对环境保护至关重要。,,,1d8ffdee-db92-4f8b-b8de-4532e8a6bb62
The factory was fined for illegally dumping industrial waste into the river.,这家工厂因非法向河流倾倒工业废物而被罚款。,,,06399faf-962d-4abe-a9c3-5ca7032425bb
This software is out of date and needs to be updated.,这个软件已经过时，需要更新。,,,fed61b52-6248-47ad-9f75-b36dddff27f9
His fashion sense is completely out of date.,他的时尚感完全过时了。,,,ccf3c559-6362-4c9a-a85f-52dec3586e9c
He put his reputation on the line by supporting the controversial policy.,他通过支持有争议的政策，押上了自己的声誉。,,,786d1d2a-ab08-4800-ad0b-d7fb54fb9a33
"In the negotiation, they put everything on the line to secure the deal.",在谈判中，他们押上一切以确保达成交易。,,,4e2c6f4a-11b4-4fc6-843a-b622cfcb397a
He made a scene at the restaurant when his order was wrong.,当他的订单出错时，他在餐厅大吵大闹。,,,10acfc43-f794-49f9-a41f-1b9e89e4da8a
Please don't make a scene in public; it's embarrassing.,请不要在公共场合大吵大闹，这很尴尬。,,,00c424d6-189a-4e1c-a522-3f6ac5cfdcc1
He has been out of work for six months and is actively job hunting.,他已经失业六个月，正在积极找工作。,,,1420aef8-b902-4ad9-8a22-c8ce379afdfe
"During the recession, many people were out of work.",在经济衰退期间，许多人失业了。,,,19755583-b12c-4ac6-8d3d-536bd38654e9
Let's see how the situation plays out before making a decision.,让我们看看情况如何展开，然后再做决定。,,,8c2aa8f5-4cfa-4609-bed0-76a8ad825fbd
The drama played out exactly as predicted.,这场戏剧正如预测的那样发生了。,,,46e9575f-f424-4baa-b41b-eea0dbf056d2
He's always looking for schemes to make a fast buck.,他总是在寻找快速赚钱的计划。,,,49b9ec40-850d-4356-8514-8dad7e6a7082
Be cautious of investments that promise to make a fast buck; they're often scams.,要警惕承诺快速赚钱的投资，它们往往是骗局。,,,b4903f42-d23e-49dd-ad9b-8028b41776cc
The Taj Mahal is considered an architectural wonder of the world.,泰姬陵被认为是世界建筑奇迹之一。,,,dd8f3b75-2ba9-466e-95c1-9e536d85d23e
The ancient pyramids are architectural wonders that still puzzle engineers today.,古老的金字塔是至今仍让工程师们困惑的建筑奇迹。,,,165777c3-66bc-4d72-994b-4f110fc88d57
"Over time, the river will deposit a layer of sediment on the floodplain.",随着时间的推移，河流会在洪泛区沉积一层沉积物。,,,b0f42039-019f-4ed6-ba55-21285cc40302
The volcanic ash deposited a layer of sediment across the region.,火山灰在该地区沉积了一层沉积物。,,,041097c8-df06-43d8-8dbc-44bc773f4a09
The idea for the new product came out of nowhere during our brainstorming session.,这个新产品的想法在我们头脑风暴时突然冒了出来。,,,8fe4c440-03d7-4e5c-a5c0-86a6e31d24c8
A sudden storm came out of nowhere and ruined our picnic.,一场突如其来的暴风雨毁了我们的野餐。,,,78875011-d7de-41c8-9da8-d8a361f9a189
She is in charge of the marketing department at our company.,她负责我们公司的市场部。,,,d82080f4-2b65-4c5a-96f1-e30e13c9ccec
Who will be in charge of organizing the conference next month?,谁将负责组织下个月的会议？,,,e0df6253-67e4-47df-b47a-b9f3922bb566
The study uncovered benefits of regular exercise for mental health.,这项研究揭示了定期锻炼对心理健康的好处。,,,ae0e85df-e493-4982-aaca-46ed9fac9ee9
Our analysis uncovered unexpected benefits of the new policy.,我们的分析揭示了这项新政策的意外好处。,,,55e1260d-744d-4e09-a8e2-ea3cee09d93b
We had a heart-to-heart talk about our relationship problems.,我们就我们的关系问题进行了一次坦诚的交谈。,,,8dab16eb-4937-411b-ab7e-7c136add8617
It's good to have a heart-to-heart talk with a close friend when you're feeling down.,当你情绪低落时，与亲密朋友进行交心谈话是很好的。,,,172ba923-8fcf-4de8-9106-c5222150b120
"When he kept bothering me, I told him to go fly a kite.",当他一直烦我时，我让他走开别烦我。,,,c8bb5135-8fa4-4623-acce-8b32c9f6e6d4
"If you don't like my decision, you can just go fly a kite.",如果你不喜欢我的决定，你可以走开。,,,00de498b-609b-4996-8a83-7be356e77b70
The city is planning to add more green spaces to improve air quality.,该市计划增加更多绿地以改善空气质量。,,,dbb9119c-5769-46de-b93f-b9a13ba8c383
Children need access to green spaces for healthy development.,儿童需要接触绿地以促进健康发展。,,,724f9566-c15f-485f-97d6-ccef0bf85467
The loud noise made everyone alert to potential danger.,巨大的声响让每个人都对潜在危险警觉起来。,,,304a516e-7464-44ae-933d-cca3c16280f6
The teacher's stern look made the students alert during the exam.,老师严厉的眼神让学生们在考试期间保持警惕。,,,356724a8-29d5-4de7-9cfb-be3d89b476b6
She has a way with children that makes them feel comfortable immediately.,她擅长与孩子相处，能让他们立刻感到舒适。,,,8588891f-94d7-411a-867e-3962a7137f3a
He has a way with words that makes his speeches very persuasive.,他擅长言辞，使他的演讲非常有说服力。,,,b211ecfb-f0f5-49e3-8940-cc4a61c6f121
The new manager likes to throw his weight around to intimidate employees.,新经理喜欢滥用权力来恐吓员工。,,,06156935-5391-4f6d-9e6f-168e08306700
She's always throwing her weight around because her father is the CEO.,她总是仗势欺人，因为她父亲是CEO。,,,a8ecaf64-6c58-4728-b6f6-b5ad8fa7a246
I need to take time off next week to attend my sister's wedding.,我下周需要休假去参加我姐姐的婚礼。,,,7668560a-4da0-4f2a-8b33-c8a7fef4cbc6
"After working hard for months, she decided to take time off to travel.",辛苦工作几个月后，她决定休假去旅行。,,,33964d4e-76cd-49eb-98b4-c1124f7dd029
The cookies were baked in the shape of hearts for Valentine's Day.,这些饼干被烤成心形以庆祝情人节。,,,a4592947-ac89-443a-bcee-db3da7faa429
Help arrived in the shape of a generous donation from an anonymous donor.,帮助以一位匿名捐赠者的慷慨捐款形式到来。,,,42b5afe1-4445-4e38-8be2-ed71ea07fb69
This region is abundant in natural resources like oil and minerals.,这个地区富含石油和矿产等自然资源。,,,fddfc25b-8153-4132-a0f1-1c64fc9199c1
"The soil here is abundant in nutrients, perfect for growing vegetables.",这里的土壤营养丰富，非常适合种植蔬菜。,,,219ac9e2-ae26-4920-a7c7-fd5fe4bf11d0
He's not so much lazy as he is unmotivated.,与其说他懒，不如说是他缺乏动力。,,,32b7ed0e-4138-493e-8dc8-34e257471cf4
The problem is not so much technical as it is organizational.,这个问题与其说是技术性的，不如说是组织性的。,,,b807a953-7a7b-43c9-ada6-8d21c940e30a
We need to narrow down the list of candidates to three finalists.,我们需要将候选人名单缩小到三位决赛选手。,,,5ba8f52f-54ba-4b9a-a63c-89b237bda8c0
The police narrowed down the suspect list based on new evidence.,警方根据新证据缩小了嫌疑人名单。,,,d0de1271-7821-45a5-959b-b71fb82b90d8
You need to get it together and start studying for your exams.,你需要振作起来，开始为考试学习。,,,c48f274b-a315-44be-9537-e5810f3a5cc2
"After the breakup, it took her months to get it together emotionally.",分手后，她花了几个月时间才在情感上振作起来。,,,c32e152f-a3f0-4ea4-95b5-29159662a504
I make it a practice to exercise for 30 minutes every morning.,我养成了每天早上锻炼30分钟的习惯。,,,a5e36c17-5e7d-42b2-846b-1ddaefab813a
The company makes it a practice to review all projects quarterly.,公司养成了每季度审查所有项目的常规做法。,,,f4e301fd-44d0-4f77-82c9-2c65d009ff55
My decision to quit has nothing to do with my coworkers.,我辞职的决定与我的同事无关。,,,9dc26729-9f83-4516-b50a-22ba02e13eff
The weather had nothing to do with the cancellation of the event.,天气与活动的取消无关。,,,1e584ee1-98d2-48f8-b7aa-6e6f3dfe225f
"On the surface, everything seems fine, but there are underlying problems.",表面上一切似乎都很好，但存在潜在问题。,,,b74055ce-fb86-4966-a4d8-eb30e7771a5e
"The agreement looks fair on the surface, but the details reveal imbalances.",这份协议表面上看起来公平，但细节揭示了不平衡之处。,,,e4e92def-b30f-4139-a1a7-9d6343c00fb8
The new policy may give rise to significant changes in the industry.,新政策可能会引起行业的重大变化。,,,d24d8216-355a-4de7-9902-72fc230332c8
Poor communication can give rise to misunderstandings among team members.,沟通不畅可能导致团队成员之间的误解。,,,3120bc10-6bbf-4a4d-b6c8-994b3acf69de
I'm not at all tired after the long hike; I feel energized.,长途徒步后我一点也不累，反而感到精力充沛。,,,9bb2dfdb-f5ff-4cc1-99c6-9ecd96babdd8
She was not at all pleased with the results of the project.,她对项目的结果完全不满意。,,,07fbc951-e026-492d-95c2-186d9dd506c8
Scientists analyze meteorological data to predict upcoming weather patterns.,科学家分析气象数据以预测即将到来的天气模式。,,,00d48207-8395-4664-ae1f-d42f2213c977
The accuracy of meteorological data is essential for aviation safety.,气象数据的准确性对航空安全至关重要。,,,91db3e42-a283-4233-ae14-c0e86731991b
We decided to have our picnic in the open air to enjoy the sunshine.,我们决定在户外野餐，享受阳光。,,,f402b47c-d2dd-48fb-ad32-249ca33c1f26
